-19828632.0,17113716.0,8476394.0,-12528222.0,14200620.0,-13962220.0,13407798.0,-30176902.0,-12521133.0,-21819341.0,15952705.0,-6411798.0,16997989.0,-6587127.0,7289313.0,2850884.0,-15866484.0,-7488694.0,-3775617.0,-6886833.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1486085.0,703033.0,555560.0,-2488196.0,843070.0,-1075979.0,-210431.0,581183.0,-3100514.0,-993571.0,2317869.0,1979438.0,558161.0,-757771.0,-528604.0,-1569441.0,738066.0,895891.0,-809170.0,-366412.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-758087.3,-1671327.5,232403.6,-54339.9,-1018224.7,246441.2,455849.5,271284.6,-224139.8,-487377.2,433362.9,318481.8,-87826.3,-232201.4,119611.8,484782.1,216475.5,204908.5,210343.0,187128.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127165.0,23504.0,-223047.0,169253.0,29620.0,142228.0,152171.0,-27924.0,-99468.0,-75636.0,-123139.0,76602.0,149273.0,-34765.0,35008.0,166181.0,-13162.0,9174.0,79549.0,103669.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
107163.0,-277476.0,1515228.0,-324153.0,945147.0,315549.0,-188730.0,102646.0,-2791750.0,-346713.0,1012101.0,-688592.0,26941.0,-730329.0,162589.0,431382.0,-3620025.0,-520894.0,117879.0,100178.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1668640.5,442884.1,-138792.4,-133579.0,107321.8,-156571.4,-74183.3,-74866.5,86988.2,-371870.9,-360395.3,-391168.2,-236557.7,193111.3,242572.7,468451.7,-221947.8,-290312.7,-208437.0,342660.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
14434.0,194052.0,-131472.0,5908.0,31697.0,-13482.0,-111032.0,-78453.0,-22089.0,25606.0,15148.0,3661.0,-41065.0,-19296.0,46429.0,-127715.0,6737.0,-27756.0,10587.0,338001.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
-3698.0,-29680.0,12797.0,66677.0,19367.0,4545.0,4575.0,809.0,1101.0,214582.0,402459.0,566421.0,4707.0,45748.0,42158.0,1143686.0,71659.0,-76490.0,43429.0,1666.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
54910.0,41140.0,11508.0,10896.0,49741.0,16059.0,-11764.0,194982.0,-168795.0,140860.0,953276.0,16001.0,-210772.0,540484.0,-489017.0,190984.0,474192.0,-780564.0,-445007.0,-104152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-553829.8,2558811.7,-454514.2,385871.9,5040926.3,-13844402.4,-11400946.0,5693909.3,10251259.1,-458163.6,174933.5,2593272.5,466527.3,485725.4,-1306081.3,502947.2,599016.3,-558830.9,-218257.7,4815381.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-213400.0,-385733.0,2034901.0,743357.0,1590709.0,-619751.0,-618166.0,-236175.0,-224954.0,118446.0,189756.0,948473.0,-378570.0,-385434.0,4729580.0,-120651.0,-57312.0,-78206.0,-149931.0,-348136.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19653.8,29632.9,44834.3,-184667.4,60796.9,-89518.0,-46290.5,-44429.0,67091.4,-10989.8,-33998.9,-101255.4,109449.2,3438.8,60578.9,-51177.3,-108015.5,-16912.5,66240.1,-30970.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-31147.4,264922.4,25192.6,-125947.4,-649704.6,173351.4,45657.6,-16745.1,-289107.5,16014.2,-40644.9,412571.4,-25059.8,-341822.2,-545923.9,357597.0,-267406.0,-380020.1,1008283.9,41963.8,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
689800.0,958914.0,2521571.0,1108629.0,4056875.0,-4574765.0,-472620.0,942536.0,-2173607.0,-1761045.0,1025627.0,-345851.0,-715788.0,563247.0,-175748.0,244874.0,438037.0,-309542.0,146254.0,-790839.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
